grupo,selecao,status_lista,tipo_lista,data_anuncio,posicao,jogador,clube,fonte,observacao
E,Germany,PUBLICADA,convocacao,2026-05-21,Meio-campista,Joshua Kimmich,Bayern Munich,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
E,Germany,PUBLICADA,convocacao,2026-05-21,Meio-campista,Leon Goretzka,Bayern Munich,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
E,Germany,PUBLICADA,convocacao,2026-05-21,Meio-campista,Pascal Gross,Brighton,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
E,Germany,PUBLICADA,convocacao,2026-05-21,Atacante,Deniz Undav,Stuttgart,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
E,Germany,PUBLICADA,convocacao,2026-05-21,Atacante,Jamal Musiala,Bayern Munich,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
E,Germany,PUBLICADA,convocacao,2026-05-21,Atacante,Kai Havertz,Arsenal,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
E,Germany,PUBLICADA,convocacao,2026-05-21,Atacante,Lennart Karl,Bayern Munich,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
E,Germany,PUBLICADA,convocacao,2026-05-21,Atacante,Leroy Sané,Galatasaray,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
E,Germany,PUBLICADA,convocacao,2026-05-21,Atacante,Maximilian Beier,Borussia Dortmund,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
E,Germany,PUBLICADA,convocacao,2026-05-21,Atacante,Nick Woltemade,Newcastle,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
E,Ivory Coast,PUBLICADA,final,2026-05-15,Goleiro,Alban Lafont,Panathinaikos,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
E,Ivory Coast,PUBLICADA,final,2026-05-15,Goleiro,Mohamed Koné,Charleroi,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
E,Ivory Coast,PUBLICADA,final,2026-05-15,Goleiro,Yahia Fofana,Rizespor,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
E,Ivory Coast,PUBLICADA,final,2026-05-15,Defensor,Clément Akpa,AJ Auxerre,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
E,Ivory Coast,PUBLICADA,final,2026-05-15,Defensor,Emmanuel Agbadou,Beşiktaş,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
E,Ivory Coast,PUBLICADA,final,2026-05-15,Defensor,Evan Ndicka,AS Roma,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
E,Ivory Coast,PUBLICADA,final,2026-05-15,Defensor,Ghislain Konan,Gil Vicente,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
E,Ivory Coast,PUBLICADA,final,2026-05-15,Defensor,Guela Doué,Strasbourg,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
E,Ivory Coast,PUBLICADA,final,2026-05-15,Defensor,Odilon Kossounou,Atalanta,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
E,Ivory Coast,PUBLICADA,final,2026-05-15,Defensor,Ousmane Diomande,Sporting CP,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
E,Ivory Coast,PUBLICADA,final,2026-05-15,Defensor,Wilfried Singo,Galatasaray,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
E,Ivory Coast,PUBLICADA,final,2026-05-15,Meio-campista,Christ Inao Oulaï,Trabzonspor,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
E,Ivory Coast,PUBLICADA,final,2026-05-15,Meio-campista,Franck Kessié,Al Ahli,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
E,Ivory Coast,PUBLICADA,final,2026-05-15,Meio-campista,Ibrahim Sangaré,Nottingham Forest,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
E,Ivory Coast,PUBLICADA,final,2026-05-15,Meio-campista,Jean Michaël Seri,NK Maribor,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
E,Ivory Coast,PUBLICADA,final,2026-05-15,Meio-campista,Parfait Guiagon,Charleroi,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
E,Ivory Coast,PUBLICADA,final,2026-05-15,Meio-campista,Seko Fofana,Porto,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
E,Ivory Coast,PUBLICADA,final,2026-05-15,Atacante,Amad Diallo,Manchester United,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
E,Ivory Coast,PUBLICADA,final,2026-05-15,Atacante,Ange-Yoan Bonny,Internazionale,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
E,Ivory Coast,PUBLICADA,final,2026-05-15,Atacante,Bazoumana Touré,Hoffenheim,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
E,Ivory Coast,PUBLICADA,final,2026-05-15,Atacante,Elye Wahi,Nice,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
E,Ivory Coast,PUBLICADA,final,2026-05-15,Atacante,Evann Guessand,Aston Villa,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
E,Ivory Coast,PUBLICADA,final,2026-05-15,Atacante,Nicolas Pépé,Villarreal,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
E,Ivory Coast,PUBLICADA,final,2026-05-15,Atacante,Oumar Diakité,Cercle Brugge,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
E,Ivory Coast,PUBLICADA,final,2026-05-15,Atacante,Simon Adingra,AS Monaco,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
E,Ivory Coast,PUBLICADA,final,2026-05-15,Atacante,Yan Diomande,RB Leipzig,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Japan,PUBLICADA,final,2026-05-15,Goleiro,Keisuke Osako,Sanfrecce Hiroshima,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Japan,PUBLICADA,final,2026-05-15,Goleiro,Tomoki Hayakawa,Kashima Antlers,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Japan,PUBLICADA,final,2026-05-15,Goleiro,Zion Suzuki,Parma,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Japan,PUBLICADA,final,2026-05-15,Defensor,Ayumu Seko,Le Havre,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Japan,PUBLICADA,final,2026-05-15,Defensor,Hiroki Ito,Bayern Munich,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Japan,PUBLICADA,final,2026-05-15,Defensor,Ko Itakura,Ajax,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Japan,PUBLICADA,final,2026-05-15,Defensor,Shogo Taniguchi,Sint-Truiden,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Japan,PUBLICADA,final,2026-05-15,Defensor,Takehiro Tomiyasu,Ajax,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Japan,PUBLICADA,final,2026-05-15,Defensor,Tsuyoshi Watanabe,Feyenoord,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Japan,PUBLICADA,final,2026-05-15,Defensor,Yukinari Sugawara,Werder Bremen,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Japan,PUBLICADA,final,2026-05-15,Defensor,Yūto Nagatomo,FC Tokyo,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Japan,PUBLICADA,final,2026-05-15,Meio-campista,Ao Tanaka,Leeds United,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Japan,PUBLICADA,final,2026-05-15,Meio-campista,Daichi Kamada,Crystal Palace,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Japan,PUBLICADA,final,2026-05-15,Meio-campista,Junnosuke Suzuki,Copenhagen,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Japan,PUBLICADA,final,2026-05-15,Meio-campista,Junya Ito,Genk,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Japan,PUBLICADA,final,2026-05-15,Meio-campista,Kaishu Sano,Mainz,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Japan,PUBLICADA,final,2026-05-15,Meio-campista,Keito Nakamura,Reims,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Japan,PUBLICADA,final,2026-05-15,Meio-campista,Ritsu Doan,Eintracht Frankfurt,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Japan,PUBLICADA,final,2026-05-15,Meio-campista,Takefusa Kubo,Real Sociedad,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Japan,PUBLICADA,final,2026-05-15,Meio-campista,Wataru Endo,Liverpool,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Japan,PUBLICADA,final,2026-05-15,Meio-campista,Yuito Suzuki,Freiburg,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Japan,PUBLICADA,final,2026-05-15,Atacante,Ayase Ueda,Feyenoord,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Japan,PUBLICADA,final,2026-05-15,Atacante,Daizen Maeda,Celtic,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Japan,PUBLICADA,final,2026-05-15,Atacante,Keisuke Goto,Sint-Truiden,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Japan,PUBLICADA,final,2026-05-15,Atacante,Kento Shiogai,VfL Wolfsburg,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Japan,PUBLICADA,final,2026-05-15,Atacante,Koki Ogawa,NEC Nijmegen,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Netherlands,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-14,Goleiro,Bart Verbruggen,Brighton & Hove Albion,https://www.fourfourtwo.com/team/netherlands-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
F,Netherlands,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-14,Goleiro,Mark Flekken,Bayer Leverkusen,https://www.fourfourtwo.com/team/netherlands-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
F,Netherlands,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-14,Goleiro,Justin Bijlow,Genoa,https://www.fourfourtwo.com/team/netherlands-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
F,Netherlands,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-14,Defensor,Virgil van Dijk,Liverpool,https://www.fourfourtwo.com/team/netherlands-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
F,Netherlands,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-14,Defensor,Stefan de Vrij,Internazionale,https://www.fourfourtwo.com/team/netherlands-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
F,Netherlands,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-14,Defensor,Denzel Dumfries,Internazionale,https://www.fourfourtwo.com/team/netherlands-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
F,Netherlands,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-14,Defensor,Nathan Ake,Manchester City,https://www.fourfourtwo.com/team/netherlands-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
F,Netherlands,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-14,Defensor,Micky van de Ven,Tottenham Hotspur,https://www.fourfourtwo.com/team/netherlands-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
F,Netherlands,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-14,Defensor,Jeremie Frimpong,Liverpool,https://www.fourfourtwo.com/team/netherlands-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
F,Netherlands,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-14,Defensor,Jan Paul van Hecke,Brighton & Hove Albion,https://www.fourfourtwo.com/team/netherlands-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
F,Netherlands,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-14,Defensor,Jorrel Hato,Chelsea,https://www.fourfourtwo.com/team/netherlands-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
F,Netherlands,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-14,Meio-campista,Xavi Simons,Tottenham Hotspur,https://www.fourfourtwo.com/team/netherlands-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
F,Netherlands,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-14,Meio-campista,Tijjani Reijnders,Manchester City,https://www.fourfourtwo.com/team/netherlands-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
F,Netherlands,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-14,Meio-campista,Teun Koopmeiners,Juventus,https://www.fourfourtwo.com/team/netherlands-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
F,Netherlands,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-14,Meio-campista,Ryan Gravenberch,Liverpool,https://www.fourfourtwo.com/team/netherlands-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
F,Netherlands,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-14,Meio-campista,Jerdy Schouten,PSV,https://www.fourfourtwo.com/team/netherlands-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
F,Netherlands,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-14,Meio-campista,Quinten Timber,Marseille,https://www.fourfourtwo.com/team/netherlands-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
F,Netherlands,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-14,Meio-campista,Luciano Valente,Feyenoord,https://www.fourfourtwo.com/team/netherlands-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
F,Netherlands,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-14,Meio-campista,Kees Smit,AZ,https://www.fourfourtwo.com/team/netherlands-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
F,Netherlands,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-14,Atacante,Memphis Depay,Corinthians,https://www.fourfourtwo.com/team/netherlands-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
F,Netherlands,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-14,Atacante,Wout Weghorst,Ajax,https://www.fourfourtwo.com/team/netherlands-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
F,Netherlands,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-14,Atacante,Donyell Malen,Roma,https://www.fourfourtwo.com/team/netherlands-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
F,Netherlands,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-14,Atacante,Cody Gakpo,Liverpool,https://www.fourfourtwo.com/team/netherlands-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
F,Netherlands,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-14,Atacante,Noa Lang,Galatasaray,https://www.fourfourtwo.com/team/netherlands-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
F,Netherlands,SUBSTITUIDA_POR_ULTIMA_CONVOCACAO,convocacao_marco,2026-04-14,Atacante,Brian Brobbey,Sunderland,https://www.fourfourtwo.com/team/netherlands-world-cup-2026-squad,Substitui linha PENDENTE pela ultima convocacao/lista mais recente encontrada; nao necessariamente lista final da Copa.
F,Sweden,PUBLICADA,final,2026-05-12,Goleiro,Jacob Widell Zetterstrom,Derby County,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Sweden,PUBLICADA,final,2026-05-12,Goleiro,Kristoffer Nordfeldt,AIK,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Sweden,PUBLICADA,final,2026-05-12,Goleiro,Viktor Johansson,Stoke City,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Sweden,PUBLICADA,final,2026-05-12,Defensor,Carl Starfelt,Celta Vigo,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Sweden,PUBLICADA,final,2026-05-12,Defensor,Daniel Svensson,Borussia Dortmund,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Sweden,PUBLICADA,final,2026-05-12,Defensor,Elliot Stroud,Mjallby,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Sweden,PUBLICADA,final,2026-05-12,Defensor,Emil Holm,Juventus,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Sweden,PUBLICADA,final,2026-05-12,Defensor,Erik Smith,St. Pauli,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Sweden,PUBLICADA,final,2026-05-12,Defensor,Gabriel Gudmundsson,Leeds United,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Sweden,PUBLICADA,final,2026-05-12,Defensor,Gustaf Lagerbielke,Braga,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Sweden,PUBLICADA,final,2026-05-12,Defensor,Hjalmar Ekdal,Burnley,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Sweden,PUBLICADA,final,2026-05-12,Defensor,Isak Hien,Atalanta,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Sweden,PUBLICADA,final,2026-05-12,Defensor,Victor Lindelöf,Aston Villa,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Sweden,PUBLICADA,final,2026-05-12,Meio-campista,Besfort Zeneli,Union St-Gilloise,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Sweden,PUBLICADA,final,2026-05-12,Meio-campista,Jesper Karlström,Udinese,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Sweden,PUBLICADA,final,2026-05-12,Meio-campista,Ken Sema,Pafos,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Sweden,PUBLICADA,final,2026-05-12,Meio-campista,Lucas Bergvall,Tottenham,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Sweden,PUBLICADA,final,2026-05-12,Meio-campista,Mattias Svanberg,Wolfsburg,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Sweden,PUBLICADA,final,2026-05-12,Meio-campista,Taha Ali,Malmo,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Sweden,PUBLICADA,final,2026-05-12,Meio-campista,Yasin Ayari,Brighton,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Sweden,PUBLICADA,final,2026-05-12,Atacante,Alexander Bernhardsson,Holstein Kiel,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Sweden,PUBLICADA,final,2026-05-12,Atacante,Alexander Isak,Liverpool,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Sweden,PUBLICADA,final,2026-05-12,Atacante,Anthony Elanga,Newcastle United,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Sweden,PUBLICADA,final,2026-05-12,Atacante,Benjamin Nygren,Celtic,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Sweden,PUBLICADA,final,2026-05-12,Atacante,Gustaf Nilsson,Club Brugge,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Sweden,PUBLICADA,final,2026-05-12,Atacante,Viktor Gyökeres,Arsenal,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Tunisia,PUBLICADA,final,2026-05-15,Goleiro,Abdelmouhib Chamakh,Club Africain,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Tunisia,PUBLICADA,final,2026-05-15,Goleiro,Aymen Dahmen,CS Sfaxien,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Tunisia,PUBLICADA,final,2026-05-15,Goleiro,Sabri Ben Hessen,Étoile du Sahel,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Tunisia,PUBLICADA,final,2026-05-15,Defensor,Adam Arous,Kasımpaşa,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Tunisia,PUBLICADA,final,2026-05-15,Defensor,Ali Abdi,Nice,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Tunisia,PUBLICADA,final,2026-05-15,Defensor,Dylan Bronn,Servette,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Tunisia,PUBLICADA,final,2026-05-15,Defensor,Mohamed Amine Ben Hamida,Espérance de Tunis,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Tunisia,PUBLICADA,final,2026-05-15,Defensor,Montassar Talbi,Lorient,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Tunisia,PUBLICADA,final,2026-05-15,Defensor,Moutaz Neffati,IFK Norrköping,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Tunisia,PUBLICADA,final,2026-05-15,Defensor,Omar Rekik,Maribor,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Tunisia,PUBLICADA,final,2026-05-15,Defensor,Raed Chikhaoui,US Monastir,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Tunisia,PUBLICADA,final,2026-05-15,Defensor,Yan Valery,Young Boys,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Tunisia,PUBLICADA,final,2026-05-15,Meio-campista,Anis Ben Slimane,Norwich City,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Tunisia,PUBLICADA,final,2026-05-15,Meio-campista,Ellyes Skhiri,Eintracht Frankfurt,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
F,Tunisia,PUBLICADA,final,2026-05-15,Meio-campista,Hadj Mahmoud,Lugano,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,
